Entity,Code_x,Year,Mismanaged plastic waste (tonnes),Coastal population,Total population (Gapminder)_x,Code_y,Per capita mismanaged plastic waste (kilograms per person per day),"GDP per capita, PPP (constant 2011 international $) (Rate)",Total population (Gapminder)_y,Code,Per capita plastic waste (kilograms per person per day),"GDP per capita, PPP (constant 2011 international $) (constant 2011 international $)",Total population (Gapminder)
Burundi,BDI,2004,,,7039534,BDI,,741.766251653457,7039534,BDI,,741.766251653457,7039534
Burundi,BDI,2005,,,7251424,BDI,,724.160012349081,7251424,BDI,,724.160012349081,7251424
Burundi,BDI,2006,,,7474363,BDI,,738.092490310413,7474363,BDI,,738.092490310413,7474363
Burundi,BDI,2007,,,7707781,BDI,,747.676474687463,7707781,BDI,,747.676474687463,7707781
Burundi,BDI,2008,,,7943385,BDI,,759.339932485036,7943385,BDI,,759.339932485036,7943385
Burundi,BDI,2009,,,8170853,BDI,,760.061723427025,8170853,BDI,,760.061723427025,8170853
Burundi,BDI,2010,,,8382849,BDI,,763.831930213843,8382849,BDI,,763.831930213843,8382849
Burundi,BDI,2011,,,8575172,BDI,,771.509423734821,8575172,BDI,,771.509423734821,8575172
Burundi,BDI,2012,,,8749387,BDI,,778.735483594131,8749387,BDI,,778.735483594131,8749387
Burundi,BDI,2013,,,8911183,BDI,,790.714517573484,8911183,BDI,,790.714517573484,8911183
Cambodia,KHM,1993,,,10539239,KHM,,1638.01699801122,10539239,KHM,,1638.01699801122,10539239
Cambodia,KHM,1994,,,10862069,KHM,,1031.91375481232,10862069,KHM,,1031.91375481232,10862069
Cambodia,KHM,1995,,,11169233,KHM,,1098.10833995763,11169233,KHM,,1098.10833995763,11169233
Cambodia,KHM,1996,,,11458858,KHM,,1128.26848383328,11458858,KHM,,1128.26848383328,11458858
Cambodia,KHM,1997,,,11731187,KHM,,1140.68705343852,11731187,KHM,,1140.68705343852,11731187
Cambodia,KHM,1998,,,11986128,KHM,,1163.01077046049,11986128,KHM,,1163.01077046049,11986128
Cambodia,KHM,1999,,,12224414,KHM,,1279.24102566541,12224414,KHM,,1279.24102566541,12224414
Cambodia,KHM,2000,,,12446949,KHM,,1384.956023557,12446949,KHM,,1384.956023557,12446949
Cambodia,KHM,2001,,,12653684,KHM,,1458.07818030064,12653684,KHM,,1458.07818030064,12653684
Cambodia,KHM,2002,,,12845222,KHM,,1525.43801275412,12845222,KHM,,1525.43801275412,12845222
Cambodia,KHM,2003,,,13024171,KHM,,1627.06586575225,13024171,KHM,,1627.06586575225,13024171
Cambodia,KHM,2004,,,13193961,KHM,,1766.41779791937,13193961,KHM,,1766.41779791937,13193961
Cambodia,KHM,2005,,,13357574,KHM,,1969.29117771877,13357574,KHM,,1969.29117771877,13357574
Cambodia,KHM,2006,,,13515884,KHM,,2148.33268830403,13515884,KHM,,2148.33268830403,13515884
Cambodia,KHM,2007,,,13669857,KHM,,2332.72684570598,13669857,KHM,,2332.72684570598,13669857
Cambodia,KHM,2008,,,13822644,KHM,,2452.2781590927,13822644,KHM,,2452.2781590927,13822644
Cambodia,KHM,2009,,,13977903,KHM,,2417.87628133189,13977903,KHM,,2417.87628133189,13977903
Cambodia,KHM,2010,29686,1391254,14138255,KHM,0.058,2522.92682475402,14138255,KHM,0.066,2522.92682475402,14138255
Cambodia,KHM,2011,,,14305183,KHM,,2658.70924674351,14305183,KHM,,2658.70924674351,14305183
Cambodia,KHM,2012,,,14478320,KHM,,2807.00705507884,14478320,KHM,,2807.00705507884,14478320
Cambodia,KHM,2013,,,14656016,KHM,,2964.19717041472,14656016,KHM,,2964.19717041472,14656016
Cameroon,CMR,1990,,,12180819,CMR,,3020.49191137826,12180819,CMR,,3020.49191137826,12180819
Cameroon,CMR,1991,,,12529904,CMR,,2822.21919198485,12529904,CMR,,2822.21919198485,12529904
Cameroon,CMR,1992,,,12882506,CMR,,2657.9921440285,12882506,CMR,,2657.9921440285,12882506
Cameroon,CMR,1993,,,13236573,CMR,,2380.03788878214,13236573,CMR,,2380.03788878214,13236573
Cameroon,CMR,1994,,,13589699,CMR,,2365.55239479005,13589699,CMR,,2365.55239479005,13589699
Cameroon,CMR,1995,,,13940337,CMR,,2383.74857308258,13940337,CMR,,2383.74857308258,13940337
Cameroon,CMR,1996,,,14287475,CMR,,2424.40269475401,14287475,CMR,,2424.40269475401,14287475
Cameroon,CMR,1997,,,14631908,CMR,,2487.66354577167,14631908,CMR,,2487.66354577167,14631908
Cameroon,CMR,1998,,,14976200,CMR,,2535.5584131079,14976200,CMR,,2535.5584131079,14976200
Cameroon,CMR,1999,,,15324051,CMR,,2578.98146028484,15324051,CMR,,2578.98146028484,15324051
Cameroon,CMR,2000,,,15678269,CMR,,2603.77159248619,15678269,CMR,,2603.77159248619,15678269
Cameroon,CMR,2001,,,16039737,CMR,,2648.54670534783,16039737,CMR,,2648.54670534783,16039737
Cameroon,CMR,2002,,,16408085,CMR,,2689.89173735827,16408085,CMR,,2689.89173735827,16408085
Cameroon,CMR,2003,,,16783366,CMR,,2739.68510375741,16783366,CMR,,2739.68510375741,16783366
Cameroon,CMR,2004,,,17165267,CMR,,2848.65422813997,17165267,CMR,,2848.65422813997,17165267
Cameroon,CMR,2005,,,17553589,CMR,,2829.190690079,17553589,CMR,,2829.190690079,17553589
Cameroon,CMR,2006,,,17948395,CMR,,2848.72465800691,17948395,CMR,,2848.72465800691,17948395
Cameroon,CMR,2007,,,18350022,CMR,,2907.82660691982,18350022,CMR,,2907.82660691982,18350022
Cameroon,CMR,2008,,,18758778,CMR,,2927.84464777934,18758778,CMR,,2927.84464777934,18758778
Cameroon,CMR,2009,,,19175028,CMR,,2911.29666861693,19175028,CMR,,2911.29666861693,19175028
Cameroon,CMR,2010,27713,1986723,19598889,CMR,0.038,2929.82911281962,19598889,CMR,0.046,2929.82911281962,19598889
Cameroon,CMR,2011,,,20030362,CMR,,2969.0475747898,20030362,CMR,,2969.0475747898,20030362
Cameroon,CMR,2012,,,20468943,CMR,,3021.20596968087,20468943,CMR,,3021.20596968087,20468943
Cameroon,CMR,2013,,,20913595,CMR,,3100.17130995318,20913595,CMR,,3100.17130995318,20913595
Canada,CAN,1990,,,27700854,CAN,,31299.6545691346,27700854,CAN,,31299.6545691346,27700854
Canada,CAN,1991,,,28051725,CAN,,30220.3607817756,28051725,CAN,,30220.3607817756,28051725
Canada,CAN,1992,,,28386162,CAN,,30115.2812355584,28386162,CAN,,30115.2812355584,28386162
Canada,CAN,1993,,,28704519,CAN,,30578.4456206007,28704519,CAN,,30578.4456206007,28704519
Canada,CAN,1994,,,29009032,CAN,,31646.8102566853,29009032,CAN,,31646.8102566853,29009032
Canada,CAN,1995,,,29302092,CAN,,32226.226936923,29302092,CAN,,32226.226936923,29302092
Canada,CAN,1996,,,29582222,CAN,,32394.5778686681,29582222,CAN,,32394.5778686681,29582222
Canada,CAN,1997,,,29850242,CAN,,33425.815129343,29850242,CAN,,33425.815129343,29850242
Canada,CAN,1998,,,30113972,CAN,,34424.0520624146,30113972,CAN,,34424.0520624146,30113972
Canada,CAN,1999,,,30383823,CAN,,35903.1545325561,30383823,CAN,,35903.1545325561,30383823
Canada,CAN,2000,,,30667365,CAN,,37431.9169780243,30667365,CAN,,37431.9169780243,30667365
Canada,CAN,2001,,,30967236,CAN,,37712.1282353891,30967236,CAN,,37712.1282353891,30967236
Canada,CAN,2002,,,31281727,CAN,,38500.3170770124,31281727,CAN,,38500.3170770124,31281727
Canada,CAN,2003,,,31608562,CAN,,38805.6711138179,31608562,CAN,,38805.6711138179,31608562
Canada,CAN,2004,,,31943605,CAN,,39604.3548611707,31943605,CAN,,39604.3548611707,31943605
Canada,CAN,2005,,,32283413,CAN,,40471.2605251176,32283413,CAN,,40471.2605251176,32283413
Canada,CAN,2006,,,32627978,CAN,,41203.3504026759,32627978,CAN,,41203.3504026759,32627978
Canada,CAN,2007,,,32977334,CAN,,41647.3878092126,32977334,CAN,,41647.3878092126,32977334
Canada,CAN,2008,,,33327954,CAN,,41611.2508139689,33327954,CAN,,41611.2508139689,33327954
Canada,CAN,2009,,,33675448,CAN,,39924.1959013064,33675448,CAN,,39924.1959013064,33675448
Canada,CAN,2010,7959,11846863,34016593,CAN,0.002,40699.3551293841,34016593,CAN,0.093,40699.3551293841,34016593
Canada,CAN,2011,,,34349561,CAN,,41565.2712210369,34349561,CAN,,41565.2712210369,34349561
Canada,CAN,2012,,,34674708,CAN,,41794.5389176845,34674708,CAN,,41794.5389176845,34674708
Canada,CAN,2013,,,34993747,CAN,,42339.3788754169,34993747,CAN,,42339.3788754169,34993747
Cape Verde,CPV,1990,,,348165,CPV,,1656.90750326105,348165,CPV,,1656.90750326105,348165
Cape Verde,CPV,1991,,,355655,CPV,,1641.51685078283,355655,CPV,,1641.51685078283,355655
Cape Verde,CPV,1992,,,364727,CPV,,1774.6271706324,364727,CPV,,1774.6271706324,364727
Cape Verde,CPV,1993,,,374820,CPV,,1877.28557933156,374820,CPV,,1877.28557933156,374820
Cape Verde,CPV,1994,,,385101,CPV,,2177.55063286709,385101,CPV,,2177.55063286709,385101
Cape Verde,CPV,1995,,,394946,CPV,,2423.28884251226,394946,CPV,,2423.28884251226,394946
Cape Verde,CPV,1996,,,404166,CPV,,2632.97945091646,404166,CPV,,2632.97945091646,404166
Cape Verde,CPV,1997,,,412893,CPV,,2858.33347095896,412893,CPV,,2858.33347095896,412893
Cape Verde,CPV,1998,,,421203,CPV,,3145.61974658276,421203,CPV,,3145.61974658276,421203
Cape Verde,CPV,1999,,,429278,CPV,,3425.0879254688,429278,CPV,,3425.0879254688,429278
Cape Verde,CPV,2000,,,437238,CPV,,3835.23860571342,437238,CPV,,3835.23860571342,437238
Cape Verde,CPV,2001,,,445096,CPV,,3844.50836427626,445096,CPV,,3844.50836427626,445096
Cape Verde,CPV,2002,,,452740,CPV,,3971.28824924707,452740,CPV,,3971.28824924707,452740
Cape Verde,CPV,2003,,,460031,CPV,,4064.84364942079,460031,CPV,,4064.84364942079,460031
Cape Verde,CPV,2004,,,466784,CPV,,4407.34003125796,466784,CPV,,4407.34003125796,466784
Cape Verde,CPV,2005,,,472883,CPV,,4643.45538406626,472883,CPV,,4643.45538406626,472883
Cape Verde,CPV,2006,,,478267,CPV,,4949.22589963308,478267,CPV,,4949.22589963308,478267
Cape Verde,CPV,2007,,,483023,CPV,,5633.93311014845,483023,CPV,,5633.93311014845,483023
Cape Verde,CPV,2008,,,487371,CPV,,5944.03882515291,487371,CPV,,5944.03882515291,487371
Cape Verde,CPV,2009,,,491621,CPV,,5806.64623179574,491621,CPV,,5806.64623179574,491621
Cape Verde,CPV,2010,9347,522245,495999,CPV,0.049,5828.24158804338,495999,CPV,0.065,5828.24158804338,495999
Cape Verde,CPV,2011,,,500585,CPV,,5991.77849034175,500585,CPV,,5991.77849034175,500585
Cape Verde,CPV,2012,,,505335,CPV,,5986.93905418941,505335,CPV,,5986.93905418941,505335
Cape Verde,CPV,2013,,,510213,CPV,,5963.90797720203,510213,CPV,,5963.90797720203,510213
Cayman Islands,CYM,2011,,,56729,CYM,,49903.0285395752,56729,CYM,,49903.0285395752,56729
Central African Republic,CAF,1990,,,2934777,CAF,,925.053852892466,2934777,CAF,,925.053852892466,2934777
Central African Republic,CAF,1991,,,3007347,CAF,,897.103140655484,3007347,CAF,,897.103140655484,3007347
Central African Republic,CAF,1992,,,3084958,CAF,,817.458596882107,3084958,CAF,,817.458596882107,3084958
Central African Republic,CAF,1993,,,3165869,CAF,,798.177193615628,3165869,CAF,,798.177193615628,3165869
Central African Republic,CAF,1994,,,3247456,CAF,,815.136573528212,3247456,CAF,,815.136573528212,3247456
Central African Republic,CAF,1995,,,3327710,CAF,,851.648071055847,3327710,CAF,,851.648071055847,3327710
Central African Republic,CAF,1996,,,3406451,CAF,,797.817986401673,3406451,CAF,,797.817986401673,3406451
Central African Republic,CAF,1997,,,3484027,CAF,,820.638592453284,3484027,CAF,,820.638592453284,3484027
Central African Republic,CAF,1998,,,3559604,CAF,,840.084192681412,3559604,CAF,,840.084192681412,3559604
Central African Republic,CAF,1999,,,3632287,CAF,,851.596498883396,3632287,CAF,,851.596498883396,3632287
Central African Republic,CAF,2000,,,3701607,CAF,,813.041557881329,3701607,CAF,,813.041557881329,3701607
Central African Republic,CAF,2001,,,3767068,CAF,,832.227924509053,3767068,CAF,,832.227924509053,3767068
Central African Republic,CAF,2002,,,3829238,CAF,,845.684656536523,3829238,CAF,,845.684656536523,3829238
Central African Republic,CAF,2003,,,3890075,CAF,,785.159427049017,3890075,CAF,,785.159427049017,3890075
Central African Republic,CAF,2004,,,3952281,CAF,,817.170645908843,3952281,CAF,,817.170645908843,3952281
Central African Republic,CAF,2005,,,4017880,CAF,,810.034948203771,4017880,CAF,,810.034948203771,4017880
Central African Republic,CAF,2006,,,4087534,CAF,,833.766389485543,4087534,CAF,,833.766389485543,4087534
Central African Republic,CAF,2007,,,4160940,CAF,,857.079296510317,4160940,CAF,,857.079296510317,4160940
Central African Republic,CAF,2008,,,4237961,CAF,,860.677828463934,4237961,CAF,,860.677828463934,4237961
Central African Republic,CAF,2009,,,4318128,CAF,,863.692983023803,4318128,CAF,,863.692983023803,4318128
Central African Republic,CAF,2010,,,4401051,CAF,,881.144550791663,4401051,CAF,,881.144550791663,4401051
Central African Republic,CAF,2011,,,4486837,CAF,,904.610485797435,4486837,CAF,,904.610485797435,4486837
Central African Republic,CAF,2012,,,4575586,CAF,,938.823779456324,4575586,CAF,,938.823779456324,4575586
Central African Republic,CAF,2013,,,4666833,CAF,,593.055954517662,4666833,CAF,,593.055954517662,4666833
Chad,TCD,1990,,,6011224,TCD,,1110.43797952483,6011224,TCD,,1110.43797952483,6011224
Chad,TCD,1991,,,6197766,TCD,,1167.35017123585,6197766,TCD,,1167.35017123585,6197766
Chad,TCD,1992,,,6387856,TCD,,1221.23750025815,6387856,TCD,,1221.23750025815,6387856
Chad,TCD,1993,,,6583079,TCD,,996.955548386955,6583079,TCD,,996.955548386955,6583079
Chad,TCD,1994,,,6785842,TCD,,1062.90820805483,6785842,TCD,,1062.90820805483,6785842
Chad,TCD,1995,,,6998108,TCD,,1040.91613658048,6998108,TCD,,1040.91613658048,6998108
Chad,TCD,1996,,,7219081,TCD,,1028.6423080009,7219081,TCD,,1028.6423080009,7219081
Chad,TCD,1997,,,7448585,TCD,,1050.22930604438,7448585,TCD,,1050.22930604438,7448585
Chad,TCD,1998,,,7689836,TCD,,1084.72943431809,7689836,TCD,,1084.72943431809,7689836
Chad,TCD,1999,,,7946982,TCD,,1039.46558007659,7946982,TCD,,1039.46558007659,7946982
Chad,TCD,2000,,,8222327,TCD,,993.182982156452,8222327,TCD,,993.182982156452,8222327
Chad,TCD,2001,,,8517944,TCD,,1067.94775846556,8517944,TCD,,1067.94775846556,8517944
Chad,TCD,2002,,,8831199,TCD,,1115.03749703809,8831199,TCD,,1115.03749703809,8831199
Chad,TCD,2003,,,9153893,TCD,,1231.11510069665,9153893,TCD,,1231.11510069665,9153893
Chad,TCD,2004,,,9474792,TCD,,1584.67315022753,9474792,TCD,,1584.67315022753,9474792
Chad,TCD,2005,,,9785902,TCD,,1793.4069355977,9785902,TCD,,1793.4069355977,9785902
Chad,TCD,2006,,,10084087,TCD,,1743.61785104156,10084087,TCD,,1743.61785104156,10084087
Chad,TCD,2007,,,10371839,TCD,,1741.48705571567,10371839,TCD,,1741.48705571567,10371839
Chad,TCD,2008,,,10653762,TCD,,1736.9191731815,10653762,TCD,,1736.9191731815,10653762
Chad,TCD,2009,,,10937089,TCD,,1752.11993132482,10937089,TCD,,1752.11993132482,10937089
Chad,TCD,2010,,,11227208,TCD,,1925.19511802507,11227208,TCD,,1925.19511802507,11227208
Chad,TCD,2011,,,11525496,TCD,,1863.84560539765,11525496,TCD,,1863.84560539765,11525496
Chad,TCD,2012,,,11830573,TCD,,1962.87772988916,11830573,TCD,,1962.87772988916,11830573
Chad,TCD,2013,,,12141876,TCD,,2007.07731906164,12141876,TCD,,2007.07731906164,12141876
Chile,CHL,1990,,,13187821,CHL,,8991.84647717044,13187821,CHL,,8991.84647717044,13187821
Chile,CHL,1991,,,13429315,CHL,,9538.65463138555,13429315,CHL,,9538.65463138555,13429315
Chile,CHL,1992,,,13678373,CHL,,10437.9848863787,13678373,CHL,,10437.9848863787,13678373
Chile,CHL,1993,,,13929390,CHL,,10956.1145552922,13929390,CHL,,10956.1145552922,13929390
Chile,CHL,1994,,,14174890,CHL,,11336.7842689097,14174890,CHL,,11336.7842689097,14174890
Chile,CHL,1995,,,14409416,CHL,,12172.2585583541,14409416,CHL,,12172.2585583541,14409416
Chile,CHL,1996,,,14630769,CHL,,12819.8977019941,14630769,CHL,,12819.8977019941,14630769
Chile,CHL,1997,,,14840038,CHL,,13587.5067817272,14840038,CHL,,13587.5067817272,14840038
Chile,CHL,1998,,,15039162,CHL,,13991.4230511506,15039162,CHL,,13991.4230511506,15039162
Chile,CHL,1999,,,15231557,CHL,,13758.9144334018,15231557,CHL,,13758.9144334018,15231557
Chile,CHL,2000,,,15419820,CHL,,14315.4260570701,15419820,CHL,,14315.4260570701,15419820
Chile,CHL,2001,,,15604200,CHL,,14613.8038698458,15604200,CHL,,14613.8038698458,15604200
Chile,CHL,2002,,,15783991,CHL,,14895.5401923208,15783991,CHL,,14895.5401923208,15783991
Chile,CHL,2003,,,15959793,CHL,,15332.2970279137,15959793,CHL,,15332.2970279137,15959793
Chile,CHL,2004,,,16132209,CHL,,16258.3889455787,16132209,CHL,,16258.3889455787,16132209
Chile,CHL,2005,,,16301726,CHL,,17007.5798219092,16301726,CHL,,17007.5798219092,16301726
Chile,CHL,2006,,,16468677,CHL,,17890.5997209251,16468677,CHL,,17890.5997209251,16468677
Chile,CHL,2007,,,16633254,CHL,,18572.5683881681,16633254,CHL,,18572.5683881681,16633254
Chile,CHL,2008,,,16795593,CHL,,19031.6164297818,16795593,CHL,,19031.6164297818,16795593
Chile,CHL,2009,,,16955737,CHL,,18547.4615343093,16955737,CHL,,18547.4615343093,16955737
Chile,CHL,2010,21754,5621550,17113688,CHL,0.011,19442.0503154635,17113688,CHL,0.119,19442.0503154635,17113688
Chile,CHL,2011,,,17269525,CHL,,20437.704525923,17269525,CHL,,20437.704525923,17269525
Chile,CHL,2012,,,17423214,CHL,,21330.2399109073,17423214,CHL,,21330.2399109073,17423214
Chile,CHL,2013,,,17574464,CHL,,21998.3071454324,17574464,CHL,,21998.3071454324,17574464
China,CHN,1990,,,1145195229,CHN,,1526.40869902494,1145195229,CHN,,1526.40869902494,1145195229
China,CHN,1991,,,1160799514,CHN,,1645.66636638566,1160799514,CHN,,1645.66636638566,1160799514
China,CHN,1992,,,1175230312,CHN,,1856.72218055136,1175230312,CHN,,1856.72218055136,1175230312
China,CHN,1993,,,1188687527,CHN,,2090.03840956191,1188687527,CHN,,2090.03840956191,1188687527
China,CHN,1994,,,1201522570,CHN,,2336.27772051927,1201522570,CHN,,2336.27772051927,1201522570
China,CHN,1995,,,1213986610,CHN,,2564.07131651646,1213986610,CHN,,2564.07131651646,1213986610
China,CHN,1996,,,1226134423,CHN,,2789.25280006157,1226134423,CHN,,2789.25280006157,1226134423
China,CHN,1997,,,1237849861,CHN,,3015.69963078252,1237849861,CHN,,3015.69963078252,1237849861
China,CHN,1998,,,1249020152,CHN,,3221.00262081845,1249020152,CHN,,3221.00262081845,1249020152
China,CHN,1999,,,1259476966,CHN,,3438.07468502092,1259476966,CHN,,3438.07468502092,1259476966
China,CHN,2000,,,1269116737,CHN,,3700.74364786842,1269116737,CHN,,3700.74364786842,1269116737
China,CHN,2001,,,1277903627,CHN,,3980.36449828146,1277903627,CHN,,3980.36449828146,1277903627
China,CHN,2002,,,1285933789,CHN,,4314.79134256322,1285933789,CHN,,4314.79134256322,1285933789
China,CHN,2003,,,1293396654,CHN,,4718.32634605353,1293396654,CHN,,4718.32634605353,1293396654
China,CHN,2004,,,1300552134,CHN,,5164.64109457187,1300552134,CHN,,5164.64109457187,1300552134
China,CHN,2005,,,1307593489,CHN,,5719.45536599539,1307593489,CHN,,5719.45536599539,1307593489
China,CHN,2006,,,1314581402,CHN,,6411.0425444815,1314581402,CHN,,6411.0425444815,1314581402
China,CHN,2007,,,1321481935,CHN,,7285.27441480908,1321481935,CHN,,7285.27441480908,1321481935
China,CHN,2008,,,1328275524,CHN,,7947.78795240087,1328275524,CHN,,7947.78795240087,1328275524
China,CHN,2009,,,1334908820,CHN,,8651.72590128034,1334908820,CHN,,8651.72590128034,1334908820
China,CHN,2010,8819717,262892387,1341335152,CHN,0.092,9525.81848339164,1341335152,CHN,0.121,9525.81848339164,1341335152
China,CHN,2011,,,1347565324,CHN,,10384.3665989406,1347565324,CHN,,10384.3665989406,1347565324
China,CHN,2012,,,1353600687,CHN,,11145.7515754935,1353600687,CHN,,11145.7515754935,1353600687
China,CHN,2013,,,1359368470,CHN,,11951.2479591608,1359368470,CHN,,11951.2479591608,1359368470
Colombia,COL,1990,,,33203321,COL,,7533.5183848011,33203321,COL,,7533.5183848011,33203321
Colombia,COL,1991,,,33849971,COL,,7562.69769462864,33849971,COL,,7562.69769462864,33849971
Colombia,COL,1992,,,34497319,COL,,7799.9089739139,34497319,COL,,7799.9089739139,34497319
Colombia,COL,1993,,,35146220,COL,,7844.02273663591,35146220,COL,,7844.02273663591,35146220
Colombia,COL,1994,,,35797965,COL,,8160.12071339933,35797965,COL,,8160.12071339933,35797965
Colombia,COL,1995,,,36453337,COL,,8442.85081332772,36453337,COL,,8442.85081332772,36453337
Colombia,COL,1996,,,37112621,COL,,8478.95110360675,37112621,COL,,8478.95110360675,37112621
Colombia,COL,1997,,,37775054,COL,,8634.46908838063,37775054,COL,,8634.46908838063,37775054
Colombia,COL,1998,,,38439099,COL,,8553.38091403262,38439099,COL,,8553.38091403262,38439099
Colombia,COL,1999,,,39102653,COL,,8073.37269322374,39102653,COL,,8073.37269322374,39102653
Colombia,COL,2000,,,39764166,COL,,8308.22294990052,39764166,COL,,8308.22294990052,39764166
Colombia,COL,2001,,,40422597,COL,,8327.07075920399,40422597,COL,,8327.07075920399,40422597
Colombia,COL,2002,,,41078136,COL,,8415.7591194705,41078136,COL,,8415.7591194705,41078136
Colombia,COL,2003,,,41731914,COL,,8625.24656969163,41731914,COL,,8625.24656969163,41731914
Colombia,COL,2004,,,42385712,COL,,8963.59532934742,42385712,COL,,8963.59532934742,42385712
Colombia,COL,2005,,,43040558,COL,,9263.73017273061,43040558,COL,,9263.73017273061,43040558
Colombia,COL,2006,,,43696540,COL,,9760.13492630678,43696540,COL,,9760.13492630678,43696540
Colombia,COL,2007,,,44352327,COL,,10306.9474882958,44352327,COL,,10306.9474882958,44352327
Colombia,COL,2008,,,45005782,COL,,10547.2603938218,45005782,COL,,10547.2603938218,45005782
Colombia,COL,2009,,,45654044,COL,,10599.9626049907,45654044,COL,,10599.9626049907,45654044
Colombia,COL,2010,92173,7498563,46294841,COL,0.034,10900.5052821616,46294841,COL,0.144,10900.5052821616,46294841
Colombia,COL,2011,,,46927125,COL,,11496.4777054381,46927125,COL,,11496.4777054381,46927125
Colombia,COL,2012,,,47550708,COL,,11840.2404334565,47550708,COL,,11840.2404334565,47550708
Colombia,COL,2013,,,48165221,COL,,12296.2955351848,48165221,COL,,12296.2955351848,48165221
Comoros,COM,1990,,,437876,COM,,1599.9515501721,437876,COM,,1599.9515501721,437876
Comoros,COM,1991,,,448576,COM,,1469.78049063992,448576,COM,,1469.78049063992,448576
Comoros,COM,1992,,,459515,COM,,1549.20253137585,459515,COM,,1549.20253137585,459515
Comoros,COM,1993,,,470765,COM,,1550.21408504501,470765,COM,,1550.21408504501,470765
Comoros,COM,1994,,,482401,COM,,1427.11043134379,482401,COM,,1427.11043134379,482401
Comoros,COM,1995,,,494486,COM,,1437.83280170583,494486,COM,,1437.83280170583,494486
Comoros,COM,1996,,,507062,COM,,1380.82433867905,507062,COM,,1380.82433867905,507062
Comoros,COM,1997,,,520151,COM,,1398.34025742988,520151,COM,,1398.34025742988,520151
Comoros,COM,1998,,,533754,COM,,1379.36515245113,533754,COM,,1379.36515245113,533754
Comoros,COM,1999,,,547864,COM,,1370.11538911918,547864,COM,,1370.11538911918,547864
Comoros,COM,2000,,,562469,COM,,1480.91767363897,562469,COM,,1480.91767363897,562469
Comoros,COM,2001,,,577569,COM,,1478.57821644879,577569,COM,,1478.57821644879,577569
Comoros,COM,2002,,,593170,COM,,1476.84427985897,593170,COM,,1476.84427985897,593170
Comoros,COM,2003,,,609271,COM,,1472.41387809092,609271,COM,,1472.41387809092,609271
Comoros,COM,2004,,,625876,COM,,1465.45730073842,625876,COM,,1465.45730073842,625876
Comoros,COM,2005,,,642974,COM,,1471.55941417734,642974,COM,,1471.55941417734,642974
Comoros,COM,2006,,,660559,COM,,1474.82742892889,660559,COM,,1474.82742892889,660559
Comoros,COM,2007,,,678602,COM,,1451.4216109325,678602,COM,,1451.4216109325,678602
Comoros,COM,2008,,,697034,COM,,1422.62234877284,697034,COM,,1422.62234877284,697034
Comoros,COM,2009,,,715774,COM,,1415.84568986876,715774,COM,,1415.84568986876,715774
Comoros,COM,2010,58032,938595,734750,COM,0.169,1412.50268663997,734750,COM,0.201,1412.50268663997,734750
Comoros,COM,2011,,,753943,COM,,1414.61172325694,753943,COM,,1414.61172325694,753943
Comoros,COM,2012,,,773344,COM,,1422.2294867712,773344,COM,,1422.2294867712,773344
Comoros,COM,2013,,,792913,COM,,1437.00490702868,792913,COM,,1437.00490702868,792913
Congo,COG,1990,,,2388902,COG,,5140.41614581672,2388902,COG,,5140.41614581672,2388902
Congo,COG,1991,,,2453938,COG,,5122.26094091054,2453938,COG,,5122.26094091054,2453938
Congo,COG,1992,,,2520196,COG,,5114.784771474,2520196,COG,,5114.784771474,2520196
Congo,COG,1993,,,2588270,COG,,4928.00190152461,2588270,COG,,4928.00190152461,2588270
Congo,COG,1994,,,2658948,COG,,4530.73030425264,2658948,COG,,4530.73030425264,2658948
Congo,COG,1995,,,2732706,COG,,4582.10681925786,2732706,COG,,4582.10681925786,2732706
Congo,COG,1996,,,2810118,COG,,4645.97846769372,2810118,COG,,4645.97846769372,2810118
Congo,COG,1997,,,2890841,COG,,4487.20949840949,2890841,COG,,4487.20949840949,2890841
Congo,COG,1998,,,2973329,COG,,4523.62715342227,2973329,COG,,4523.62715342227,2973329
Congo,COG,1999,,,3055437,COG,,4283.32408783285,3055437,COG,,4283.32408783285,3055437
Congo,COG,2000,,,3135773,COG,,4480.14767745898,3135773,COG,,4480.14767745898,3135773
Congo,COG,2001,,,3213330,COG,,4524.17156289357,3213330,COG,,4524.17156289357,3213330
Congo,COG,2002,,,3288923,COG,,4604.5745018184,3288923,COG,,4604.5745018184,3288923
Congo,COG,2003,,,3365171,COG,,4515.66544358996,3365171,COG,,4515.66544358996,3365171
Congo,COG,2004,,,3445765,COG,,4539.27390370056,3445765,COG,,4539.27390370056,3445765
Congo,COG,2005,,,3533177,COG,,4742.93598023691,3533177,COG,,4742.93598023691,3533177
Congo,COG,2006,,,3628561,COG,,4875.93729603982,3628561,COG,,4875.93729603982,3628561
Congo,COG,2007,,,3730612,COG,,4637.21291552922,3730612,COG,,4637.21291552922,3730612
Congo,COG,2008,,,3836339,COG,,4730.0337965244,3836339,COG,,4730.0337965244,3836339
Congo,COG,2009,,,3941454,COG,,4918.07201183644,3941454,COG,,4918.07201183644,3941454
Congo,COG,2010,16766,847807,4042899,COG,0.054,5186.34478845194,4042899,COG,0.069,5186.34478845194,4042899
Congo,COG,2011,,,4139748,COG,,5213.94692099844,4139748,COG,,5213.94692099844,4139748
Congo,COG,2012,,,4233063,COG,,5271.16806023104,4233063,COG,,5271.16806023104,4233063
